глагол,общая_частота
podesećati,2
vratititi,2
precijeniti,2
timariti,2
iscijeliti,2
sajber-kriminati,2
štriklirati,2
šljati,2
prеdstavljali,2
govriti,2
poklopciti,2
usipati,2
deklasifiko,2
pometi,2
slušiti,2
obrežiti,2
uniprometi,2
prestojati,2
vabiti,2
deki,2
eufemizirati,2
pri?vati,2
preznojavati,2
vozačati,2
okaliti,2
obrti,2
srndati,2
repriziti,2
ostrugati,2
radilicati,2
interrasiti,2
ingestirati,2
raspričati,2
prejati,2
ili-iti,2
iskrsati,2
somavati,2
otudjiti,2
zeneti,2
koristititi,2
prostićkati,2
industrijatizozivati,2
primenljivati,2
povodati,2
stonevati,2
osiguriti,2
kontrolisаli,2
oreći,2
izjаvio,2
pomаžu,2
prepoznаti,2
svoj,2
primamiti,2
25.juti,2
ovjekovječivati,2
ugovariti,2
petadžuti,2
u.pdfati,2
privučeti,2
cirkati,2
uraˇcunati,2
immorteti,2
krompiriti,2
učauriti,2
sireviti,2
išunjati,2
firma,2
preraspoređivati,2
dotjerivati,2
suo?avati,2
angazirati,2
majčinoti,2
inati,2
mrki,2
cochinilati,2
shvаti,2
surréalisme,2
utakniti,2
utrkivtiti,2
crni-beti,2
drţava,2
načekati,2
otovoriti,2
usahti,2
rаsti,2
tangiti,2
prаve,2
rаste,2
uživoti,2
interan,2
presaditi,2
jezditi,2
izreklamirati,2
primo,2
eksportoveti,2
puzeti,2
laviti,2
izdrzavati,2
iskorititi,2
uguravati,2
lajkovesti,2
ivati,2
čitač.,2
izаzivа,2
posakrivati,2
fparavati,2
nakazati,2
ozvučavati,2
tabaniti,2
startiti,2
postavljajti,2
formuliseti,2
ispovjediti,2
obistinati,2
.nati,2
jebeti,2
capesti,2
izvdojiti,2
nadmasiti,2
rаzmаtrа,2
tamponirati,2
izvrsavati,2
izаđe,2
sljedeti,2
vizualizovti,2
osoviti,2
usprkiti,2
srežati,2
plan,2
privićnuti,2
podstreknuti,2
nevati,2
pribrojati,2
šištati,2
uzlupati,2
proroditi,2
furati,2
previsiti,2
zadocneti,2
pročišćivati,2
podloziti,2
uljanati,2
pogleatiti,2
pretpostavlјa,2
nasumcuti,2
pаti,2
oficiriti,2
izgledа,2
ridati,2
izvrtati,2
suštati,2
nacionalizirati,2
uvecati,2
eskivirati,2
vrаtа,2
ispricavati,2
pobošljati,2
gadžeti,2
isprepleti,2
potrebljavati,2
tagliateti,2
eozinofiti,2
pouljiti,2
slajdati,2
eksploatiti,2
usredsrivediti,2
vaći,2
ispunuti,2
geopozicionatirati,2
osediti,2
učinliti,2
ime.,2
mišemdržiti,2
opojniti,2
prednjati,2
lavati,2
dvojiti,2
ociti,2
g.đati,2
skrolujiti,2
jagodičasti,2
prekontrolisiti,2
začešljavati,2
prekršavati,2
burmati,2
ѕa,2
zapitkovati,2
samatrati,2
realizoveti,2
zoći,2
rakati,2
ediscoverati,2
istruliti,2
dotući,2
stajašiti,2
spopasti,2
štovisati,2
uzimа,2
žеnе,2
popsrkati,2
sutpiti,2
testimoniati,2
korvaloti,2
oba,2
preimenuvati,2
obezbedđovati,2
zapretati,2
svetkovati,2
kližiti,2
suncuti,2
pričuvati,2
ukljucivati,2
gigantiaivati,2
usaglašeti,2
iščistiti,2
kožiti,2
brzati,2
nakiseti,2
atestirati,2
nadvojiti,2
nadjasti,2
kopniti,2
opismenjavati,2
razleti,2
pronevjeriti,2
katalogizirati,2
pročitavati,2
destabilisati,2
pribavlјa,2
nasegati,2
verati,2
suluditi,2
trivijalizovati,2
preteti,2
podmapati,2
zahrđati,2
nasrtati,2
podavtiti,2
isklјučuju,2
regrutovtiti,2
usuglašavati,2
bačviti,2
zapisiti,2
pivovati,2
visti,2
akcentujati,2
omogučivati,2
obezbeðuju,2
tresnuti,2
vi!,2
retraumatizovati,2
premeravati,2
pregnacarati,2
aspirirati,2
institucionalivati,2
nastviti,2
unakazivati,2
proliferisati,2
letjeti,2
štrajk,2
objasiti,2
držečiti,2
proslavaljati,2
pomladiti,2
predstаve,2
anđeoski,2
oprаti,2
uganditi,2
pružаju,2
šepati,2
previvati,2
ugositi,2
trenažeriti,2
qlik,2
izloziti,2
ukomponuvati,2
kuditi,2
razlistati,2
bsti,2
posvijetliti,2
sapleo,2
priđiti,2
cvijeti,2
in-housiti,2
nesmetiti,2
ganiti,2
trcati,2
epoksiti,2
odrubiti,2
namamljivati,2
prostati,2
izаđu,2
odgvoriti,2
preroditi,2
domen.s.i,2
ispostiti,2
verifikovti,2
dekati,2
zanatlijati,2
prežiti,2
bubrati,2
edukivtiti,2
podrezati,2
isprаvi,2
opistiti,2
radi,2
prešutjeti,2
zavusiti,2
lizovati,2
precesuirati,2
prideviti,2
moderiati,2
isporučivtiti,2
..i,2
hoblovati,2
smejti,2
liftati,2
tolići,2
čamiti,2
seizrađivati,2
odstreliti,2
oslobadjajucati,2
saživiti,2
poklati,2
nagao,2
merati,2
profesurati,2
tovarati,2
zahetvati,2
objavliti,2
trougliti,2
interpetirati,2
saćati,2
predvidiv,2
predoseti,2
polazati,2
usnati,2
vaskrsavati,2
preraspoditiliti,2
zaleteti,2
samozadovoljavati,2
obnažiti,2
podupremoti,2
ograniciti,2
zapremati,2
reumati,2
skameniti,2
tisati,2
primen-ti,2
doškolivati,2
kliniki,2
obićiti,2
premasivati,2
navuciti,2
naoštriti,2
prepokrivati,2
užaditi,2
zacijeliti,2
provjetravati,2
iskomponovati,2
omažati,2
oknoti,2
kolačić(,2
coviti,2
cinkovati,2
utrkiti,2
prebrzeti,2
klasići,2
moraseti,2
goodwiti,2
izbockati,2
pričinjati,2
ukopiti,2
odmetati,2
demodulisati,2
uklonuti,2
razmazati,2
eventi,2
spostiti,2
suciti,2
pljuštati,2
artiti,2
naraditi,2
guliti,2
izredati,2
stejditi,2
inkriminirati,2
repolitizovati,2
prosejavati,2
zajemčovati,2
voskirati,2
min.ti,2
regresirati,2
objavjivati,2
podvrgneti,2
dematerijatizati,2
priremati,2
btrati,2
ponavljajuti,2
prepaid,2
blefirati,2
rаduje,2
odreðuje,2
spevati,2
æe,2
israziti,2
reć,2
brokrerati,2
razumiveti,2
zakrčiti,2
prorediti,2
pristаju,2
nedostaješati,2
uskovitlati,2
škrtiti,2
pitаti,2
akumilirati,2
slаžu,2
supernadograditi,2
sapleti,2
lađariti,2
vеoma,2
krem-beti,2
prenemagati,2
praporeklati,2
dohrliti,2
b.,2
bratimiti,2
ureaplazmati,2
čupkati,2
preprečavati,2
resetovtiti,2
zadatti,2
izderati,2
rascvetavati,2
rebrasti,2
poliesterati,2
edamati,2
n)ti,2
po­mo­gli,2
uči,2
pobolјšali,2
prodaći,2
riteći,2
iscepati,2
zgrušati,2
centrifugirati,2
spečavati,2
osvjesti,2
susiti,2
uniformirati,2
čvariti,2
valjaciti,2
ujednačivati,2
okloniti,2
strateti,2
posutati,2
rukopisati,2
orniti,2
decati,2
učeti,2
samopregleti,2
veb-portati,2
pregoreti,2
baklja,2
download-vjati,2
referreriti,2
osvjedočiti,2
obriti,2
naredjivati,2
keširati,2
košarati,2
falsifikati,2
natiti,2
prepući,2
nadoveravati,2
-nati,2
uketi,2
dis,2
odmrzniti,2
utažiti,2
palata,2
oznati,2
preuveličati,2
prijaveti,2
idf-preporučivati,2
obajviti,2
dogovorati,2
trеbalo,2
seksualizovati,2
prituživati,2
pakt,2
izraďuje,2
specialisati,2
iznamljivati,2
naprviti,2
probraniti,2
rеalizovati,2
osposobavljati,2
upravlјamo,2
prisistvovati,2
šаlje,2
istrijebiti,2
uduplati,2
rezervisiti,2
uticаti,2
umuljati,2
prskaztiti,2
šiptati,2
potičiti,2
plivačiti,2
zgrušavati,2
iww.prenocistesanis.i,2
strijeti,2
proneveriti,2
razbijtiti,2
kanal,2
izdrobiti,2
raketi,2
vazdušasti,2
|pritisnite,2
znaditi,2
oficiti,2
corati,2
prožići,2
oktaviti,2
propremati,2
prosurfovati,2
izdirati,2
seansiti,2
valorizirati,2
fritesti,2
sređevati,2
kulirati,2
ludovati,2
incestiti,2
pouzdavati,2
pokušаćemo,2
uvedositi,2
otrgliti,2
dozoliti,2
priprijeti,2
upetljavati,2
odjekovati,2
odluka,2
nadvladasti,2
pronijeti,2
propis,2
posledati,2
moraxeti,2
nаpunite,2
zadovolјili,2
izludeti,2
portirati,2
predgrađati,2
odreti,2
voriti,2
fašistati,2
zapahnuti,2
j),2
.eti,2
kategorišiti,2
zatvorisati,2
reaktualizovati,2
dižiti,2
ideati,2
razmjestiti,2
upredati,2
pasažati,2
vedroti,2
superdržavati,2
konceptualozovati,2
meciti,2
pоstојi,2
neseljavati,2
uključivtiti,2
hendikepirati,2
guma-kanati,2
zmijati,2
čеstitao,2
raterećivati,2
izađati,2
kamariti,2
patrolati,2
onakvoti,2
prosetati,2
pomračivati,2
venčići,2
ihitesnati,2
ispucavati,2
prehladati,2
slatkasti,2
rasplinuti,2
nabrati,2
razultirati,2
raoći,2
zasijedati,2
odnostiti,2
familijarizozati,2
=sačuvajte,2
svrtiti,2
odliti,2
okameniti,2
obelažavati,2
tuđiti,2
rasipasti,2
raskrvariti,2
ovulirati,2
moći.,2
bediti,2
deauvilliti,2
osameti,2
zavežiti,2
prizmatik,2
inboći,2
bakovati,2
zveckati,2
obrociti,2
opisiti,2
rendati,2
omogavati,2
tepati,2
nepodudarati,2
pobratimiti,2
voskresiti,2
obećagati,2
kravljiti,2
-kupatiti,2
dresoviti,2
smаnjio,2
dеlimo,2
giveti,2
zakotrljati,2
zagoriti,2
grilovati,2
de,2
sprečаvа,2
rizati,2
postpaiditi,2
braditi,2
pominjeti,2
izmigoljati,2
obrusiti,2
zasađivati,2
prisustvovesti,2
načitati,2
isprаve,2
čaćriti,2
ukjučiti,2
temiti,2
zadjati,2
nabacivati,2
zаpočeo,2
nedostаjаti,2
koagulirati,2
podstanariti,2
-dati,2
tvogati,2
zblizavati,2
amariti,2
konceptualizirati,2
spucati,2
katovati,2
tabuiti,2
izokretati,2
zapneti,2
pripravljati,2
zagraditi,2
pripomagati,2
kultiti,2
repozicionatirati,2
mikrofositi,2
shvаtаmo,2
rodići,2
žati,2
zaheviti,2
gipsati,2
učestvijati,2
posisati,2
demilitarizovati,2
prikovati,2
vamti,2
svе,2
upogoniti,2
gledagati,2
uljuljkovati,2
ušutkivati,2
protojereti,2
plociti,2
izbeciti,2
zavojiti,2
realocirati,2
houlgati,2
turistiti,2
sučeliti,2
kupagati,2
ponizavati,2
prodići,2
reportažiti,2
topoti,2
istrajeti,2
ikarati,2
probostiti,2
patroliti,2
izbegličati,2
doсtave,2
truckati,2
nazovesti,2
državljaniti,2
učići,2
vertićati,2
izlizati,2
potočiti,2
skijašiti,2
trubačati,2
eksproprisati,2
vencati,2
razmišjati,2
pritvor,2
vakcinišati,2
homeopatiziti,2
postoljati,2
križiti,2
zadimiti,2
satimati,2
prozati,2
uzlaziti,2
usnimiti,2
raspakivtiti,2
snevati,2
?initi,2
upratiti,2
сmo,2
žirati,2
branšati,2
šaleti,2
simolisati,2
ostadošiti,2
iskucati,2
potrošaći,2
driblinati,2
zibati,2
"?""",2
laskasiti,2
argumentisati,2
nabratiti,2
rusiti,2
goveći,2
dosvesti,2
zamećkati,2
odežditi,2
pseći,2
pejzagati,2
napuderisati,2
uzdisati,2
obrenoviti,2
mravljati,2
napreteti,2
pomuzeti,2
iznamiti,2
jačatti,2
pobolјšamo,2
maksimalizovati,2
usovjiti,2
prevozati,2
autsorsiveti,2
opruzati,2
rajati,2
očekivаti,2
nаčinio,2
razmicati,2
krenustiti,2
otiskati,2
aeroprofiti,2
kfati,2
pogedati,2
svg,2
uziti,2
deponuvtiti,2
ozbezbediti,2
oblizati,2
27.apriti,2
erozimati,2
osuti,2
masirajtiti,2
ubzati,2
bliziti,2
dvadesetčetiti,2
odositi,2
zagorčavati,2
cepiti,2
?etiriti,2
pra-porećlovati,2
b-žiti,2
zrtvovati,2
rastržati,2
reizdati,2
osi,2
izligati,2
pobeciti,2
odreciti,2
trafiti,2
zаhvаlimo,2
vedrati,2
odre?ovati,2
nadoplaćivati,2
nasutiti,2
zаžаliti,2
nаprаve,2
revizor,2
paradivati,2
naređati,2
urežiti,2
borаvilа,2
takniti,2
poskakovati,2
pauza,2
nalog,2
referencirati,2
tračariti,2
prirpemiti,2
spoki,2
svlačiti,2
ćiniti,2
mjehurići,2
komparirati,2
marissiti,2
sirinati,2
ulcerirati,2
?niti,2
predosjećati,2
nezdravati,2
pontonirati,2
selfeti,2
podseći,2
sakuplјati,2
vješati,2
ovlažiti,2
uzdiziti,2
kondominivati,2
tabačiti,2
nezdraviti,2
spići,2
vrstiti,2
platišati,2
odredba,2
istrаžiti,2
sretositi,2
trezorati,2
kukai,2
finovati,2
razgovrati,2
odvezovati,2
očеkuju,2
kajasti,2
razvojati,2
zlomisati,2
razminirao-ti,2
albertviti,2
šutnati,2
mejnstriti,2
dodaditi,2
sportfoliti,2
bimati,2
da(viti,2
personalizovti,2
švesti,2
pokavtiti,2
subtititi,2
tj.pun,2
ušesti,2
ogriješiti,2
rаditi,2
prepiskati,2
u.ziti,2
uvertiti,2
orijentišeti,2
transkribovati,2
cestitati,2
prostituisati,2
nabrekati,2
obidjati,2
stasti,2
èini,2
istući,2
nelagodati,2
upodobljavati,2
ogovoriti,2
razmožavati,2
staromisati,2
proljećati,2
kаkvo,2
stanuti,2
nizorati,2
uskociti,2
lijati,2
posedoveti,2
metamaterijati,2
razbacovati,2
grаditi,2
nijeti,2
repetirati,2
postujuciti,2
razmerati,2
fio,2
qubit,2
nožiti,2
isprepletati,2
projekati,2
proishoditi,2
preinaći,2
navivati,2
preširokati,2
gdе,2
prenaglašavati,2
projеktilе,2
odražati,2
cirozati,2
ekstra,2
pasažiti,2
kontemplirati,2
opovrgniti,2
napradovati,2
svrgiti,2
keksiti,2
medvjeđiti,2
ekranizovati,2
teturati,2
zaspasiti,2
osnаžiti,2
nudsati,2
thenticati,2
koroziti,2
prašnjavati,2
skiditi,2
buljeti,2
izgubivsiti,2
sondati,2
odijevati,2
razivati,2
.i,2
naprsti,2
rovati,2
bližnjeti,2
ljuski,2
česiti,2
planinati,2
vuliti,2
pleliti,2
preliviti,2
istrenirati,2
četvorougati,2
postavati,2
otkrivаmo,2
sokirati,2
ispipavati,2
stuštiti,2
savesti,2
svagdati,2
nakiti,2
zvocati,2
rasparčavati,2
obiđeti,2
avio-saobraćati,2
iglati,2
sifiti,2
neuspehiti,2
podstrekavati,2
grupiti,2
uspokojavati,2
azilnati,2
postgati,2
predstiti,2
napariti,2
preoblikovesti,2
zakoraciti,2
zaključak,2
4.apriti,2
potfascići,2
konkursati,2
kinuti,2
začeprkati,2
penuti,2
pribrajati,2
unaprijeđivati,2
proturiti,2
zaljutiti,2
prograsiti,2
zabeleziti,2
utopljavati,2
nаstаvu,2
opredmetiti,2
zaigramoti,2
danasnjati,2
posedeti,2
uginati,2
poboljšaš,2
predstavljiti,2
eštavati,2
uglaviti,2
testimonijati,2
pozivаju,2
odnosati,2
bizniti,2
ljavati,2
izvučeti,2
animiti,2
tigrati,2
izvetriti,2
31.juti,2
učestvivati,2
zapodenuti,2
dusati,2
prepeciti,2
odbacojeti,2
ciknuti,2
nataći,2
poštati,2
zavjetovati,2
porniti,2
postаjemo,2
košlujiti,2
poštovаše,2
izjesti,2
rаzvijemo,2
odrаzilа,2
samoregulisati,2
trznuti,2
naićiti,2
priključki,2
bubnjiti,2
rubljati,2
obasuti,2
morаli,2
ko-predsedavati,2
procvetavati,2
bаve,2
proditi,2
respektirati,2
digosati,2
iživiti,2
namotajati,2
razvezati,2
officinati,2
narezati,2
alkoksil-radikai,2
pretres,2
ostavrivati,2
otpravljati,2
usa­vršavao,2
ovakviti,2
šeći,2
jaje,2
čeličiti,2
ostаvimo,2
salesforac,2
predstvljati,2
ojaditi,2
odbacivtiti,2
krijepiti,2
krckazati,2
pasterizovati,2
stromati,2
obаvili,2
izmjestiti,2
klima-uređati,2
gruvati,2
zakuhati,2
rаzmenio,2
zrnuti,2
dojuriti,2
nevesti,2
upriličovati,2
saciniti,2
polizati,2
diskrimirirati,2
reklamati,2
uprilisati,2
prutiti,2
busati,2
posšati,2
pokatoličovati,2
pohrvaćivati,2
opriroditi,2
parakliti,2
bаš,2
vazdati,2
pod-obiti,2
napištiti,2
iskorstiti,2
mirujati,2
satirizovati,2
smisljati,2
proklamirati,2
zagorčati,2
choriti,2
utfiti,2
nedospjeti,2
nagadjati,2
izglađivati,2
umijtiti,2
vrednujtiti,2
bangeti,2
treperavati,2
tаko,2
jagmiti,2
raznežiti,2
prisustvavati,2
vоzi,2
peglatiti,2
prioneti,2
lektorisati,2
cvati,2
prijavе,2
rekaodati,2
proburaziti,2
otrkiti,2
prevratiti,2
iscjeljivati,2
trenagati,2
talentiti,2
nebesimati,2
žitijati,2
naklijavati,2
izljubiti,2
...sviti,2
traći,2
stvоrili,2
sasušiti,2
gundjati,2
iznenadjivati,2
pristaviti,2
podnsiti,2
podgrejtiti,2
deski,2
kolažati,2
rukopoložiti,2
keziti,2
remiksovati,2
ultrati,2
nemožeti,2
hop-offati,2
svježiti,2
opremeti,2
začati,2
istostirati,2
prenebreći,2
opakati,2
bonusati,2
frigosvetiti,2
treperaviti,2
magistirirati,2
tiskati,2
dozvolјavaju,2
pitkati,2
izmiksirati,2
mužati,2
polјe,2
preorijentirati,2
izveštiti,2
nudeciti,2
plačati,2
pobedjujati,2
naselisati,2
pritupati,2
protratiti,2
bojktovati,2
omanjati,2
trovati,2
odlаze,2
dеjstvovala,2
opkoljavati,2
grip!ti,2
koncerati,2
glumati,2
izvrštiti,2
skočisiti,2
sintezati,2
nacediti,2
jaki,2
humanati,2
identifkovati,2
br.11,2
obuziti,2
-izračunati,2
suhati,2
svuditi,2
-odrediti,2
iskuvati,2
pretjerivati,2
obracunati,2
lančiti,2
ocariniti,2
imobilisati,2
predstаviti,2
uzdrhtati,2
komplementirati,2
elan,2
održatiti,2
istiskivati,2
banka,2
spregati,2
proskijati,2
pribjegati,2
javlјaju,2
šišmišati,2
priti,2
pocrtavati,2
otvarajuciti,2
outboundati,2
urаdili,2
odmaćniti,2
reciklažati,2
uradi-sati,2
ikteruti,2
svаku,2
kurvati,2
uozbiljati,2
revakcinisati,2
naviti,2
piščevati,2
pljunuti,2
zatajiti,2
uskazati,2
pokаzаti,2
odgovаrа,2
misionariti,2
zadeti,2
ostvarivtiti,2
tamaniti,2
instirati,2
umro.,2
primisati,2
teki,2
rafinisati,2
oceviti,2
konfliktiti,2
splaviti,2
ko-inicirati,2
sаstao,2
ja,2
odabran,2
očvršćavati,2
prođti,2
drugariti,2
sapuniti,2
četiti,2
porinuti,2
pogledа,2
–istaći,2
adresovati,2
češiti,2
sotirati,2
potrvđovati,2
sažreti,2
čučnuti,2
mogućiti,2
mrežasti,2
delujati,2
smagati,2
povrcati,2
ispusati,2
usudjivati,2
nаglаsio,2
ovaveštavati,2
poštedjeti,2
mikrotalati,2
zarastati,2
treningati,2
kazriti,2
iskljucivati,2
propuštiti,2
kanonizovati,2
kodoviti,2
mirisiti,2
otplacovati,2
auto-staći,2
propisuvati,2
preraspodjeti,2
prodavciti,2
argumenati,2
dodusiti,2
lakati,2
kovertati,2
pojiti,2
vježbiti,2
podrazumivati,2
bagateti,2
rugagati,2
razobličiti,2
klimiti,2
ukjučivati,2
plaštati,2
.offiti,2
osvedočiti,2
ringti,2
renovati,2
valjaniti,2
issiti,2
bitkoin,2
uzići,2
klikćiti,2
dоprinоsi,2
konceptualirati,2
plаtiti,2
spreman,2
realizivanati,2
…neti,2
pronаći,2
utičeti,2
bukviti,2
dijagrati,2
manjiti,2
okrečati,2
uklјučivala,2
zauzetiti,2
stažistiti,2
presaheti,2
koliti,2
potjerati,2
oranizovati,2
obezbezbediti,2
nasmijavati,2
štetenati,2
meteti,2
provrtiti,2
doručkivtiti,2
nedozvoljavati,2
propituvati,2
procenjivesti,2
suvojiti,2
nultiti,2
šapneti,2
grupati,2
izrаžаvаju,2
dopuzati,2
zapucati,2
trestno,2
hipeti,2
lаžemo,2
postаvljаju,2
otpjevati,2
izlobirati,2
tepihati,2
èine,2
ječiti,2
najcestiti,2
ransirati,2
nostiti,2
preplatiti,2
kiptiti,2
izrotirаm,2
poštiti,2
zacovati,2
femiciti,2
njiviti,2
invaliditi,2
ispojavati,2
skučiti,2
četki,2
u.csviti,2
pretrčavati,2
maliti,2
kоје,2
milerati,2
je.,2
podležeti,2
bus,2
militarizovati,2
zatecati,2
specijaliti,2
prеzеntujеmo,2
komponeti,2
izvitoperiti,2
uškopiti,2
rastrgati,2
žeđeti,2
ušicati,2
popasti,2
sonditi,2
kapati,2
štelivati,2
utovarivati,2
istresti,2
videopozivati,2
nozdrviti,2
vrišiti,2
briznuti,2
takoditi,2
ustanovljivati,2
razmarati,2
vereti,2
kаžemo,2
sabraniti,2
rasvijeti,2
uključit,2
objastiti,2
belciti,2
prepešagati,2
otpisiti,2
zrelivati,2
znam.ti,2
saldati,2
razbibriti,2
predаju,2
zaigrajtiti,2
ućutiti,2
evoditi,2
ulagivati,2
sondirati,2
iščašiti,2
unedriti,2
privicati,2
podlogati,2
taktizirati,2
suvovati,2
siđati,2
sar.ti,2
takodjiti,2
očekvati,2
časnati,2
finanirati,2
b4ti,2
općiti,2
sektašiti,2
#1,2
anketi,2
napravisati,2
rastrččiti,2
roboti,2
odgriziti,2
ušoriti,2
obveštavati,2
skuhajtiti,2
odbezbediti,2
demontažati,2
ozeniti,2
rаzmišljа,2
dresirati,2
deeskalirati,2
priobati,2
ovakavati,2
leonkavati,2
oblaciti,2
cenkati,2
demoniti,2
uzimaći,2
nakupivati,2
personiti,2
praniti,2
narudžati,2
pročeljati,2
ucvrstiti,2
restoran,2
možemo!,2
strožati,2
prikradati,2
prozrokovati,2
svaštar,2
četi,2
farsiti,2
stočić,2
mikroračunati,2
vretiti,2
navikiti,2
provirovati,2
eruptirati,2
preveti,2
optimisati,2
opereti,2
napesti,2
skroviti,2
nosagati,2
utjelovljavati,2
naletjeti,2
eksprimirati,2
odabariti,2
razasuti,2
proleće-,2
podignеš,2
certifikovati,2
ĉine,2
bajraći,2
navežbati,2
nizašti,2
coracati,2
špartati,2
rugiti,2
_.exe,2
forati,2
krtoti,2
kopredsjedavati,2
prstivati,2
uduvati,2
žaokati,2
odogovoriti,2
pozamljivati,2
subsp.ti,2
pritislati,2
vržiti,2
poesiti,2
plasmati,2
razmekšavati,2
printati,2
opredjeliti,2
požutiti,2
odsjati,2
unostiti,2
biomasiti,2
ispostovati,2
zamahivati,2
smotavtiti,2
zatvariti,2
razjedinjivati,2
poliedariti,2
priskaći,2
psihozati,2
tamo-ati,2
zаborаviti,2
cujeti,2
objavljati,2
spomen-pločati,2
vulgarizovati,2
obavlјao,2
ulijati,2
koristiliti,2
zlupotrebiti,2
smesiti,2
pitаnjа,2
prokomentirati,2
razlučivati,2
qafila,2
urežati,2
definišeti,2
raspoređivtiti,2
promoteriti,2
upadniti,2
ispržati,2
bavi,2
rodoljubiti,2
sklizneti,2
reinterpreti,2
tapšiti,2
razmjerati,2
otrkriti,2
pljačka,2
posliti,2
dojki,2
svrstaći,2
=uključi,2
razboljeti,2
umaćnuti,2
urlići,2
iskoordinirati,2
pоdnеli,2
mičiti,2
bačivati,2
prikizati,2
vlada,2
uploaditi,2
cupkati,2
ledeniti,2
nigditi,2
izbezumljivati,2
nukleofiti,2
srditi,2
napustajati,2
izdvojtiti,2
osvijeti,2
pekariti,2
simpatizovati,2
smršaviti,2
domoviti,2
polimeriti,2
pepoznati,2
ojacati,2
milsiti,2
provezati,2
osnažavati,2
studentiti,2
solidairati,2
prepuručivati,2
nevažeti,2
depilirati,2
nalepšati,2
gineti,2
pod-filijati,2
đačiti,2
permissibati,2
sastanak,2
odšampati,2
iskoriti,2
buraneti,2
podnjeti,2
br.eti,2
unesrećiti,2
izgaditi,2
doprimati,2
plijeniti,2
dlati,2
prebacuvati,2
predgorjati,2
zahteviti,2
primeljivati,2
ninamediti,2
preznojati,2
pregovаrа,2
džagati,2
degustrati,2
suvlјi,2
zaklјučilo,2
god.,2
rafitikovati,2
gvakamogiti,2
skandalizovati,2
priznаti,2
svireti,2
ovjerati,2
ekstremofiti,1
u-opseti,1
podteti,1
fiproniti,1
potviti,1
špalir,1
fprmirati,1
baški,1
pretvor,1
družiniti,1
ponoti,1
**u,1
rasplažiti,1
sitgnati,1
sitgati,1
suhimati,1
sa.moziti,1
minuti,1
odgurkivati,1
izuskovati,1
govećati,1
uzvišavati,1
sapniti,1
pošaljitе,1
navaljati,1
lеta,1
konstuirati,1
našasti,1
postoati,1
buffeti,1
iživljavaš,1
odberiti,1
nastaljivati,1
supstitusati,1
reapsorbovati,1
doletati,1
obeznanjivati,1
zaobiti,1
nadužiti,1
ostricati,1
poznаjem,1
obаvljаo,1
ispinjavati,1
strepnjati,1
approvati,1
albanati,1
oteliti,1
navršisati,1
osmisiti,1
subendemiti,1
okonča.i,1
argatovati,1
rezlutati,1
uskovitlavati,1
čuvariti,1
?itati,1
dojmati,1
šesteriti,1
primamljivati,1
čaršav,1
autoraditi,1
zloupotrivebiti,1
nuspojavati,1
inkapsulirati,1
politeti,1
betuti,1
šuštati,1
hran,1
danimati,1
blogovati,1
™,1
zingšpiti,1
obezbediiti,1
voluntirati,1
priobćiti,1
postižučiti,1
iskombinuti,1
njititi,1
ljuškati,1
—izazvali,1
šumati,1
heicati,1
celluti,1
prašinasti,1
bito,1
idejeti,1
obućati,1
adwords@novamedia.rs,1
okreceti,1
preuzeći,1
pepeljasti,1
pucketi,1
podniveti,1
frizbijati,1
sustrenuti,1
prirditi,1
delegitimizoziti,1
šahtati,1
ljučiti,1
prrimenjivati,1
aondati,1
diariti,1
prekrenuti,1
јаvnо,1
obatvati,1
pojavati,1
distruibuirati,1
proksimiti,1
restrokturirati,1
prokrvariti,1
udicati,1
.rnrnati,1
kisetiti,1
podnati,1
doboći,1
usleliti,1
sferuliti,1
rusti,1
improvizujesati,1
otstupati,1
prisupiti,1
fiorelti,1
uziviti,1
pimokati,1
јаvnоsti,1
nј,1
oknati,1
primirisati,1
odboraistaći,1
doziviti,1
aktiniti,1
natrgatiti,1
prozeći,1
prikrivjati,1
prikučiti,1
kiseliti,1
–košavati,1
prugastiti,1
izositi,1
nаpisаo,1
zgusti,1
iskusati,1
živ.ti,1
obrok-objaviti,1
na­pustim,1
garažiti,1
posustaneti,1
afimišiti,1
mikoplaziti,1
-koristiti,1
izarđovati,1
prestrojati,1
preobličiti,1
piruetiti,1
ko-procesuirati,1
izmagliti,1
razderati,1
prеdstavljaju,1
obavijeati,1
prevezići,1
vozačevati,1
ureaplazmiti,1
fluoati,1
pribeti,1
dostupnstiti,1
podvrgeneti,1
nalepati,1
okvirovati,1
nano-puniti,1
instаlirа,1
saspati,1
hašimoti,1
medvjedati,1
preselisati,1
uosati,1
sudeluvati,1
poplocati,1
profesiti,1
alterati,1
leposaviti,1
domаći,1
gosttovati,1
šuskati,1
tema,1
zainteresiovati,1
dokumentaći,1
humusti,1
tеžilо,1
tougati,1
iscrpljivаlа,1
poćeti,1
razgorevati,1
srbijaučestvovati,1
ucniti,1
smedjati,1
izfinansirati,1
doduvati,1
kineti,1
šušiti,1
prokometarisati,1
napadneti,1
privasčiti,1
težinati,1
kurčiti,1
popizdeti,1
ormar,1
građankati,1
ožaliti,1
aerotuneti,1
orudati,1
odabarati,1
antiteti,1
ukuhajtiti,1
žliti,1
uklučivati,1
zadrugariti,1
pomoglo.,1
provditi,1
vriskati,1
saglеdaju,1
txititi,1
verovаli,1
proizovoditi,1
divergirati,1
nadogradivati,1
scottsdati,1
isiticati,1
pylonidaliti,1
