глагол,частота
postupiti,104
spustiti,104
odložiti,104
uklopiti,104
otežavati,103
iznenaditi,103
isteći,103
krasiti,103
uništavati,103
ohrabrovati,103
nemotiti,102
montirati,101
sakriti,101
mešati,101
omogutiti,100
doktorirati,100
baciti,100
spuštati,100
izvaditi,100
izdržati,99
prijavljivati,99
osvajati,99
upoznavati,99
izbaciti,99
priuštiti,99
pronađiti,98
ispitovati,98
pristići,97
bacati,97
konzumirati,97
prevoditi,96
skočiti,95
ubrzavati,95
funkcionirati,95
pevati,95
suprotstaviti,95
zakazati,94
ugraditi,94
sagraditi,94
naneti,94
dospeti,94
spominjati,94
odabirati,94
konkurisati,94
narušavati,94
polaziti,94
pribaviti,93
hodati,93
deleti,93
živiti,93
pregovarati,93
kopirati,93
haliti,93
skretati,92
gostovati,92
upotpuniti,92
uvrstiti,92
zagovarati,92
sedeti,92
osloniti,92
dopuniti,92
željeti,92
srušiti,91
gavati,91
odreći,91
sanjati,91
nalagati,91
paliti,90
spomenuti,90
strujati,90
zapitati,90
udariti,90
umanjivati,89
sklopiti,89
reciklirati,89
sakupljati,89
spasiti,89
pogađati,89
mijenjati,88
narediti,88
informišati,88
uspjeti,88
portati,88
optimizovati,87
spriječiti,87
oporaviti,87
pridavati,87
poznati,87
rezervisati,87
najavati,87
oštetiti,87
sviđati,86
zanemariti,86
odneti,86
rađati,86
sakupiti,86
ublažiti,86
mučiti,85
primjenjivati,85
smiti,85
obilovati,85
nastojiti,85
sačinjavati,85
ubijati,85
podvućati,84
demonstrirati,84
obrisati,84
uspiti,84
ignorisati,84
zarađivati,84
okružovati,84
ujediniti,84
sačekati,84
pomeriti,83
opravdati,83
obilaziti,83
iskazivati,83
ponlavljati,83
uvećati,83
dugovati,83
sačiniti,82
preispitati,82
uneseti,82
dijeliti,82
podrazumijevati,82
ponositi,82
usaglasiti,81
utjecati,81
vežbati,81
spasti,81
objedinjavati,81
dovršiti,81
udružiti,81
izvoziti,81
obnavljati,81
dočekovati,80
okruživati,80
uzmati,80
ugrađivati,80
proisticati,80
poteći,80
proučavati,80
oslobađati,80
umirati,79
paziti,79
suditi,79
oduzeti,79
pretpostaviti,79
ratifikovati,78
poklanjati,78
ugledati,78
izgovoriti,78
dobivati,78
nametnuti,78
režirati,78
negirati,78
zabranjivati,77
temeljati,77
otkazati,77
zamenjivati,76
puštati,76
ideti,76
apelovati,76
primena,76
izračunati,76
ispoljavati,75
zapamtiti,75
dijeti,75
viđati,75
uvećavati,75
tragati,75
šetati,75
dopasti,75
nađetati,75
bežati,75
interesivati,75
zadesiti,74
skupljati,74
protestovati,74
peći,74
pojačavati,74
aviti,74
štampati,74
čuditi,74
obogatiti,74
svežiti,73
izučavati,73
kuvati,73
naplatiti,73
zaslužiti,73
koordinirati,72
odustajati,72
izostati,72
nimati,72
oduzimati,72
oko,72
riješiti,72
pokreneti,72
proslavljati,71
ometati,71
ovisiti,71
upustiti,71
uzmeti,71
stojati,71
zaostajati,71
otputovati,71
proslediti,71
manifestovati,71
pretraživati,71
slagiti,71
dopuštati,71
učimiti,71
opravdavati,71
utvrđovati,70
uštedeti,70
isplaćivati,70
tj.,70
apelivati,70
zaobići,70
usporiti,70
intenzivirati,70
zaboravljati,70
učvrstiti,70
komentarisati,69
sastajati,69
pogoršati,69
pozicionirati,69
odisati,69
prići,69
zaustavljati,69
hraniti,69
ubrajati,69
naložiti,69
nadoknađivati,69
sediti,68
osjetiti,68
dopadati,68
pozoveti,68
saslušati,68
obučavati,68
oslikavati,68
obradovati,68
obustaviti,68
pokreniti,67
proizlaziti,67
osposobiti,67
uhapsiti,67
povrediti,67
predočiti,67
odetiti,67
jučiti,67
formulisati,67
pojasniti,66
opterećivati,66
raspisivati,66
zvučiti,66
zadovoljati,66
nati,66
uvasti,66
snaći,66
valjati,66
poduzeti,65
usavršiti,65
idemiti,65
davasti,65
cena,65
faliti,65
zamisati,65
optužiti,65
ubediti,65
nazad,65
zateći,65
popeti,65
zaštiti,65
čuo,65
izvestiti,65
uvideti,65
prošetati,65
reflektovati,64
odraziti,64
zanemarivati,64
uvažavati,64
počneti,64
svrstavati,64
unijeti,64
optuživati,64
produžavati,64
ocijeniti,64
usporavati,64
zabraniti,64
živjeti,64
starati,64
pobeći,63
prikažiti,63
brinati,63
premašiti,63
izbjeći,63
rečiti,63
odlažiti,63
vrednovati,63
prekidati,63
napadati,63
popunjavati,63
opadati,63
zahtjevati,62
ovladati,62
doživiti,62
detektovati,62
uzvratiti,62
povežiti,62
obračunavati,62
uviditi,62
pojednostaviti,62
afirmisati,61
sadržavati,61
diktirati,61
upitati,61
praktikovati,61
zabavljati,61
izjasniti,60
izvučiti,60
potrajati,60
uočavati,60
žao,60
produbiti,60
pretražiti,60
saznavati,60
lansirati,60
zaraziti,60
čiti,60
apsorbovati,60
startovati,60
fotografisati,60
smeštati,60
poželiti,60
zabaviti,59
dotaći,59
nadoknaditi,59
izbiti,59
donijeti,59
registrirati,59
svrstati,59
nadograditi,59
kazniti,59
prenijeti,59
skenirati,59
naslediti,58
propisati,58
nabavljati,58
pohranjivati,58
lečati,58
ilustrojati,58
npr.,58
citirati,58
odazvati,58
proizvestiti,58
skinuti,58
vezati,58
oprobati,57
ustati,57
narušiti,57
skupiti,57
dodeti,57
izrasti,57
uskratiti,57
započneti,57
usklađivati,57
ugovoriti,57
suprotstavljati,57
zovesti,57
nastavati,57
pregledavati,57
rizikovati,57
dočeći,56
sipati,56
prijati,56
provestiti,56
pomakniti,56
podešavati,56
kretiti,56
idati,56
imatti,56
pridruživati,56
tolerisati,56
zamišljati,56
ilustrovati,56
tužiti,56
iziskovati,55
oduševiti,55
intervenisati,55
opremiti,55
izreći,55
razumivati,55
prevoziti,55
uplaćivati,55
izvlačiti,55
brojiti,55
razdvajati,55
zloupotrebljavati,55
ulivati,55
medjati,55
poslušati,55
oživeti,54
sam,54
pomiriti,54
rušiti,54
obožavati,54
servirati,54
odraditi,54
ispitivati,54
vilati,54
trgovati,53
usloviti,53
predstojati,53
podučavati,53
porediti,53
oboriti,53
svjedočiti,53
užiti,53
moderirati,53
izgovarati,53
prebacivati,53
otiti,52
odavati,52
nagraditi,52
padniti,52
popustiti,52
skrivati,52
ublažavati,52
osporiti,52
vileti,52
gurati,52
grejati,52
sumirati,52
dvati,52
čistiti,52
propasti,51
nadmašiti,51
osporavati,51
opasti,51
sastavljati,51
sečeti,51
izviniti,51
obučiti,51
izvući,51
popravljati,51
br.niti,51
smenjivati,51
oprostiti,51
dopreti,51
evidentirati,51
ispoštovati,50
opredeljivati,50
spoznati,50
ispisati,50
sudjelovati,50
kružiti,50
prisećati,50
uzdizati,50
ostaniti,50
privesti,50
glas,50
puniti,50
tipkiti,49
odbacovati,49
sjediniti,49
podigneti,49
dopunjivati,49
ugati,49
kvalifikovati,49
disati,49
nadmetati,49
zastareti,49
skratiti,49
revidirati,49
pristajati,49
razbiti,49
osposobljavati,49
mimo,48
ceniti,48
snalaziti,48
zapisati,48
pospešivati,48
razumjeti,48
teretiti,48
zabrinjavati,48
poklapati,48
odjaviti,48
skidati,48
sušiti,48
poveriti,48
smiriti,48
izjasti,48
klikneti,48
korigovati,47
prosleđivati,47
ometi,47
prebroditi,47
pokupiti,47
provera,47
sirati,47
utjetiti,47
dodirnuti,47
sklapati,47
sjećati,47
simbolizovati,47
učestati,47
rastati,47
upišiti,47
razmena,47
svideti,47
usuditi,47
locirati,47
rekonstruisati,47
zamijeniti,47
otključati,46
terati,46
procesuirati,46
apelujati,46
parceti,46
boliti,46
šaljetiti,46
vaditi,46
ćasti,46
vaniti,46
dokumentovati,46
dodijeliti,46
pretplatiti,46
vrtiti,46
udati,46
sinkronizirati,46
zaokružiti,46
kažnjavati,46
uslovljavati,46
progovoriti,46
podnijeti,46
prekrivati,45
proticati,45
preživjeti,45
trčiti,45
reprodukovati,45
dodirati,45
plivati,45
setati,45
održiti,45
pogoršavati,45
posluživati,45
poslujati,45
doprinijeti,45
produbljivati,45
pogrešiti,45
objediniti,45
pomešati,45
okreniti,45
zasnovati,45
posveti,45
pivati,45
publikovati,45
odlagati,45
prijeđiti,45
podležiti,45
zadati,44
napajati,44
upijati,44
smetati,44
tući,44
odmoriti,44
preferirati,44
kriviti,44
posvesti,44
pozovesti,44
smisliti,44
vidiš,44
podsjetiti,44
letiti,44
pišiti,44
školivati,44
vređati,44
načiniti,43
strahovati,43
izbriseti,43
dođiti,43
probavati,43
saobraćati,43
opuštati,43
žaljati,43
redukovati,43
hvaliti,43
pucati,43
pobrinuti,43
primijeniti,43
proučiti,43
pogodovati,43
otežati,43
mapirati,43
davetiti,43
transportovati,42
udvostručiti,42
proisteći,42
kandidovati,42
ispoljiti,42
otpustiti,42
ispuštati,42
obogaćivati,42
proglašavati,42
podvući,42
verifikovati,42
posredovati,42
hati,42
sortirati,41
razrešiti,41
biciti,41
zapaliti,41
preispitovati,41
pakovati,41
pomoziti,41
osvežiti,41
ispasti,41
počniti,41
nagrađivati,41
masagati,41
naseljavati,41
zagađivati,41
skraćivati,41
ohladiti,41
izlečiti,41
značati,41
prilaziti,40
ustupiti,40
oglašavati,40
zadobiti,40
sufinansirati,40
odigravati,40
zaposti,40
nađati,40
brineti,40
otkupiti,40
eksperimentisati,40
doseći,40
koncentrisati,40
sagledavati,40
zloupotrebiti,40
zaljubiti,40
magistrati,40
porazgovarati,40
sviti,39
razdvojiti,39
pobeđivati,39
obilježiti,39
rastiti,39
pospešiti,39
jamčiti,39
probiti,39
protumačiti,39
preispitivati,39
ukidati,39
zagrevati,39
slivati,39
čestići,39
reagirati,39
premjestiti,39
graničiti,39
pristizati,39
posviti,39
medjutiti,39
predstavlјa,39
žrtvovati,39
zeleti,39
pripisivati,39
primorati,39
predviditi,39
sanirati,38
sudjelivati,38
komponovati,38
podudarati,38
primeti,38
propuštati,38
saopštvavati,38
zainteresovati,38
implicirati,38
ophoditi,38
klasifikovati,38
vakcinisati,38
presuditi,38
manipulisati,38
premostiti,38
mirisati,38
upoređivati,38
uzmetiti,38
podstakniti,38
uzgajati,37
upariti,37
zaživeti,37
konsultovati,37
odmarati,37
poentirati,37
priključivati,37
grešiti,37
raspitati,37
edukivati,37
mrziti,37
dočarati,37
rivasti,37
školovati,37
crveniti,37
zadužiti,37
smirovati,37
uvažiti,37
pojesti,37
podležati,37
slomiti,37
premašivati,37
okarakterisati,37
vučiti,36
skloniti,36
reciti,36
nadovezovati,36
posaditi,36
ponesiti,36
portfoliti,36
stopati,36
favorizovati,36
prijeći,36
izmeriti,36
edukovati,36
upiti,36
zakazivati,36
vjerivati,36
postarati,36
pošlati,36
učvršćivati,36
izgrađivati,36
spojati,36
dodirneti,36
stićiti,36
prezentirati,36
intervjuisati,36
zabilježiti,36
kaći,36
rotirati,35
pobriniti,35
upotpunjivati,35
vežiti,35
skladištiti,35
specijalizovati,35
vretati,35
prevariti,35
juriti,35
dopunjavati,35
konsolidovati,35
promišljati,35
rasporediti,35
proizaći,35
zapasti,35
svratiti,35
poslajati,35
povestiti,35
približati,35
ukrasiti,35
ispisivati,35
opredeti,35
zimati,35
asocirati,35
dogovarati,35
šaliti,35
ratovati,35
izjašnjavati,35
založiti,35
resetirati,35
zakažiti,34
duvati,34
oslabiti,34
zatrebati,34
artikulisati,34
rezultovati,34
preskočiti,34
učestovati,34
isplanirati,34
dosegnuti,34
učitati,34
pohraniti,34
kontrolirati,34
mobilisati,34
zvučati,34
uvoziti,34
surađivati,34
izračunavati,34
skladišti,34
utjeti,34
podela,34
sijati,34
seliti,34
osnaživati,34
preraditi,34
doživjeti,34
piseti,34
rukovati,34
adaptirati,34
turnir,34
raširiti,33
doniti,33
preživljavati,33
iznedriti,33
sjediti,33
lažiti,33
kulminirati,33
izostajati,33
kliknuti,33
hoteti,33
oživljavati,33
slikati,33
ceneti,33
snižavati,33
osuda,33
spati,33
uštediti,33
skiniti,33
odolevati,33
odstraniti,33
preplitati,33
zastati,33
modernizovati,33
izjavljivati,33
podrivati,32
naseliti,32
interpretirati,32
filtrirati,32
protećati,32
crtati,32
rastuti,32
darovati,32
posjećivati,32
srediti,32
lagati,32
obračunati,32
diskriminisati,32
ciljati,32
kreniti,32
uplašiti,32
posavetovati,32
opratiti,32
prititi,32
okupirati,32
uporabiti,32
istrajati,32
ispustiti,32
upititi,32
koordinisati,32
mir,32
oporavljati,32
opsluživati,32
pogotovati,31
navesiti,31
pritisnuti,31
pretočiti,31
veseti,31
remeti,31
lokati,31
konvertovati,31
zamenati,31
pobegniti,31
zagrejati,31
predstovati,31
mrzeti,31
novonastati,31
nagovestiti,31
hidrocentrati,31
maći,31
zlostavljati,31
prokomentarisati,31
zahvatati,31
smjestiti,31
zauziti,31
profitirati,31
jeseti,31
ugovarati,31
prostirati,31
preusmeriti,31
podjeti,31
uznemiravati,31
ulepšati,31
izglasati,31
naručivati,31
izbijati,31
dijagnostikovati,31
varati,31
pritisneti,31
uskraćivati,31
prevladati,31
propadati,30
ružiti,30
zahvati,30
prikrivati,30
otklanjati,30
preokrenuti,30
premestiti,30
podstići,30
donestiti,30
umešati,30
stanovati,30
postaniti,30
uštetiti,30
postigneti,30
osvesti,30
provjeravati,30
preostajati,30
stabilizovati,30
promašiti,30
zakoračiti,30
nadograđivati,30
pijati,30
prispeti,30
pripisati,30
prekoračiti,30
otkucati,30
vrijediti,30
ujedinjivati,30
ćuti,30
prevarati,30
obnova,30
eksploatisati,30
pokvariti,30
odstupati,30
otati,30
automatizovati,30
pomeneti,30
rezervišeti,30
nadahnuti,30
upuštati,30
sretiti,30
progutati,30
rangirati,30
bodriti,30
prerađivati,29
hvatati,29
prelivati,29
nađiti,29
oklevati,29
izbjegavati,29
advokati,29
demantovati,29
poveći,29
svetati,29
ceti,29
osvetljavati,29
usprotiviti,29
producirati,29
gajiti,29
navijati,29
rješavati,29
cijeti,29
tranzitirati,29
pojašnjavati,29
dopirati,29
ugasiti,29
stremiti,29
migrirati,29
patiti,29
dospevati,29
preovlađivati,29
akreditovati,29
oštećivati,29
pokažiti,29
zaglaviti,29
objasti,29
provlačiti,28
regenerisati,28
kamoliti,28
raslati,28
navršavati,28
odvoditi,28
dopremati,28
dezinfikovati,28
usuđivati,28
preovladavati,28
podvlačiti,28
smesti,28
prilagati,28
pričekati,28
popiti,28
poprimati,28
raspoređivati,28
kompenzovati,28
planeti,28
preduprediti,28
potresati,28
nadaleti,28
prožimati,28
simulirati,28
str.n,28
poremetiti,28
uciniti,28
izjednačiti,28
izbacovati,28
nacrtati,28
narasti,28
podigniti,28
posjeti,28
lomiti,28
osvežavati,28
uroditi,28
razgledati,28
percipirati,28
ljutiti,28
saditi,28
renovirati,27
fascinirati,27
balansirati,27
podsjeti,27
dižati,27
odrisati,27
mogu,27
pojestiti,27
suzbiti,27
zaokruživati,27
obojati,27
uslijediti,27
materijalizovati,27
